Company Names,Job Titles,Posted On,Job Details,Images,Type Location,Locations,Link
Samsung Electronics,Data Engineer,Posted 30+ days ago,"Position Summary
1. Provide service reliability by analyzing the required data, conducting data modeling and designing, implementing and operating database architecture for each service.
2. Enhance service quality by developing and analyzing data to provide impactful services.
3. Provide service engineering through standardization/automation of technology analysis for each database solution.
4. Advanced SW Certification (Coding Test)
Role and Responsibilities
1. [Data modeling] Guarantee the data integrity by analyzing service requirements and data flow and conduct the logical/physical modeling of the entire structure with optimized performance.
2. [Data pipelining] Automate and schedule tasks using various tools such as Airflow.
3. [Data warehouse design and operation] Design, implement, and operate data storages so that analyzable structured/unstructured data are stored.
4. [Data processing & analysis] Perfom analysis and ETL from various data sources to produce reliable datasets.

5. Have good communication skills in English
6. Have experience in advanced SQL Query
7. Knowledge and experience in data modeling, ETL, and data engineering tools such as Python, Airflow
8. Strong analytical & statistical skills and ability to analyze and interpret complex data
9. Have good organization & teamwork

Preferable
10. Have experience in AWS Athena / Google Big Query is a plus
11. Have experience in Batch processing using Spark / AWS EMR is a plus
12. Have experience in Real-time processing using Spark Streaming / Flink is a plus
13. Have experience in cloud is a plus
Skills and Qualifications
Develops professional expertise by complying with company policies and procedures
Works on problems of moderate scope where analyzing situations or data requires a review on various factors
Exercises judgment within defined procedures and practices to determine appropriate action
Normally receives general instructions on routine work with detailed instructions on new projects or assignments
Bachelor or Master Degree in Computer Science, Mathematics, Electrical Engineering and Physics from Reputable Universities.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/08f9772288de0157ee1f9a21f4ef38a0,Full-time,Jakarta,https://id.indeed.com/rc/clk?jk=b08c592c466ec9c7&bb=CoBYKI5i5FaFGdqffiBWpiG9_cozQPNmsUNzsnaJBq36vOYdhupvnIHNq_VcGi0vp-su7llzd-ruMcmnrHSxM29KM8PsiLS0ASUOLFFtGzBq5g7AzNQatw%3D%3D&xkcb=SoDs67M38fCEQxzfWh0LbzkdCdPP&fccid=da3c7fed78dd1607&vjs=3
Kredivo Group,Data Engineer & Analytics,Just posted,"As a Data Engineer and Analytic you will be tasked with empowering internal stakeholders to delve deep into the complexities of the data in our warehouse. You will work closely with Product, Engineering, and Data teams to build scalable data pipelines and design data analytics engines that empower deep insights for users. The person in this position will take work seriously, has a strong sense of duty, and is disciplined. The position will generally be task oriented, requiring someone with a conservative, careful, and cautious approach to work.
About the job:
Design and develop scalable business data solutions across the entire data supply chain.
Create and review technical and user-focused documentation for data solutions (data models, data dictionaries, business glossaries, process and data flows, architecture diagrams, etc.).
Solve for complex data integrations across multiple systems.
Collaborate with management, business partners, analysts, developers, architects, and engineers to support data quality efforts.
Expertise (can teach/instruct others): in current data warehousing concepts (using technologies like Redsift, Spark, Hadoop, web services, etc to support business-driven decisioning)
SQL and database scripting
With data manipulation scripting languages (like Python or Scala)
With Data Science toolsets and technology stack
About you:
A passionate and curious individual in Data Engineering and Analytics subject areas
1-3 years of any relevant experiences in Data Engineering, Data Warehouse, Business Intelligence, Analytics
Good proficiency in writing SQL, either in RDBMS (i.e. MySQL, PostgreSQL, etc) or OLAP (i.e. BigQuery, Redshift, Oracle, etc.)
Ability to write robust and scalable code in Python or other scripting programming language
Good knowledge in creating a workable business dashboard.
Basic proficiency or experience in infrastructure setup using cloud services (i.e. AWS, GCP, Azure).
Strong passion in data engineering or business intelligence areas, ability to search or create solutions.
Good communication skills in Bahasa and English. Mostly explaining technical things.
Good workable attitude, something we could invest time to develop",,Full-time,Jakarta,https://id.indeed.com/rc/clk?jk=5ff22e24bbb24b64&bb=CoBYKI5i5FaFGdqffiBWpkdHMd2wmr0DgnOOx5VJoWGUEhar851QZAsqgmmnmMODeY3ZykfdoQqkePVu84I5PdnCTOdap-8CvGEdnmdmPwUkzfd4cOwR1BkgnOe2Z2F-&xkcb=SoBY67M38fCEQxzfWh0KbzkdCdPP&fccid=9b6381bd7b084eeb&vjs=3
TyrAds,Data Engineer,Posted 9 days ago,"Data Engineer
Bali, BALI
Work Type: Full Time

Job Summary:
We are seeking a skilled Data Engineer to join our team. The ideal candidate will have a strong technical background in designing and developing data pipelines, integrating and managing data systems, and collaborating with various stakeholders to deliver high-quality data solutions. This role is vital to ensuring our data infrastructure is robust, scalable, and optimized to meet the business’s evolving needs.

Location: Bali, Indonesia (in office)
Key Responsibilities:
Design and Develop Data Pipelines:
Create and maintain optimal data pipeline architecture.
Assemble large, complex data sets that meet functional and non-functional business requirements.
Data Integration and ETL:
Build the infrastructure required for the optimal extraction, transformation, and loading (ETL) of data from various data sources.
Develop processes and tools to monitor and analyze data pipeline performance.
Database Management:
Work with data and analytics experts to strive for greater functionality in our data systems.
Implement, maintain, and optimize database solutions, including both SQL and NoSQL databases.
Collaboration and Communication:
Collaborate with data scientists, business analysts, and other stakeholders to understand data needs and provide technical solutions.
Communicate project progress, issues, and solutions effectively to the team and management.
Data Quality and Governance:
Ensure data quality and data governance standards are maintained.
Implement data security measures and compliance policies.
Qualifications:
Education and Experience:
Bachelor’s or Master’s degree in Computer Science, Information Technology, Engineering, or a related field.
Proven experience as a Data Engineer or in a similar role.
Technical Skills:
Proficient in SQL and experienced with relational databases.
Experience with big data tools such as Hadoop, Spark, or Kafka.
Knowledge of data pipeline and workflow management tools like Airflow or Luigi.
Experience with cloud services (AWS, Azure, GCP) and containerization technologies (Docker, Kubernetes).
Programming Skills:
Strong programming skills in Python, Java, Scala, or similar languages.
Soft Skills:
Strong problem-solving skills and attention to detail.
Excellent communication and teamwork abilities.
Ability to work in a fast-paced, dynamic environment.
Preferred Qualifications:
Experience with machine learning and data mining techniques.
Familiarity with data visualization tools such as Tableau or Power BI.
Knowledge of data privacy regulations and best practices.
Why Join Us?
This is an exciting opportunity to contribute to the development and optimization of our data infrastructure, working with a team of talented professionals in a fast-paced and innovative environment. If you are passionate about data and have the technical skills to match, we encourage you to apply.",,Full-time,Bali,https://id.indeed.com/rc/clk?jk=64c0bd655e3891b4&bb=CoBYKI5i5FaFGdqffiBWplr2uAzG0Ug9EENduhQeNIJGk8dx--ZcG82K86O7jswF_WDayiFnt5VlgPOZS9tA1pJAQ_p7MQ23x_V-QrkSSn3XLpJT4fVcJIFqWol1HbBb&xkcb=SoDF67M38fCEQxzfWh0JbzkdCdPP&fccid=2f30b89778e2ce34&vjs=3
EY,Data Engineer (Technology Consultant),Posted 2 days ago,"About EY:
EY, a global leader operating in more than 150 countries delivers unparalleled service in Consulting and assists clients to transform and upskill their capabilities.

We serve our clients to build a better working world, helping them to create long-term value for people and society and build trust in the capital markets. That starts with a culture that believes in giving you the training, opportunities, and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we work towards our ambition to be the best employer.

At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture, and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The exceptional EY experience. It’s yours to build.

We look forward you to joining us in the Data & Analytics Consultant team:

For Managerial level:
Years of experience: 6-10 solid years of Data engineering and architecture background

Experience:
Design the Logical Data Model based on technical specification requirement
Design ETL logic to transform raw data from source into target table as per the Logical Data Model
Design big data ingestion, loading, and unloading data into a data lake.
Automate data quality error resolution and enforce rules
Prepared test cases and test plan based on the Logical Data Model, Data Mapping and technical specification

Technical skill:
Proficient in data management, database design, ETL design, optimization and development
Proficient in BI development and visualization (optional)

Tools:
Packaged ETL tools, i.e. Talend, HIVE and Hadoop, MapR platform
Any database and ETL tools
Cloud architecture

For Senior level:
Years of experience: 3-5 solid years of Data engineering background

Experience:
Translate and develop Physical data model design of transactional and master tables
Data cleansing and data profiling (basic)
Develop big data ETL jobs, loading, and unloading data into a data lake.
Implement the delivery of enhancements for an existing Data Warehouse for a new data source system
ETL Unit testing and data validation

Technical skill:
Proficient in data management, database design, ETL design, optimization and development
Proficient in BI development and visualization (optional)

Tools:
Packaged ETL tools, i.e. Talend, HIVE and Hadoop, MapR platform
Any database and ETL tools
Cloud architecture

The opportunity:
You will help our clients navigate the business and technology transformation vision. We’ll look to you to provide our clients with a unique business and technology perspective on how technology can transform and improve their entire organization – starting with key business issues they face. This is a high-growth, high-visibility area with plenty of opportunities to enhance your skill set and build your career.

Your key responsibilities:
You’ll spend most of your time working with a wide variety of clients and your colleagues to deliver the latest trends, practices, technologies, and architecture to design, build and maintain scalable and robust solutions that unify, enrich, collaborate and deliver value.

Skills and attributes for success:
Outstanding team player
High level of motivation
Strong work ethic
Self-starting attitude
Independent and able to manage and prioritize workload
Ability to quickly and positively adapt to change
Excellent written and verbal communication, presentation, client service, and technical writing skills, coupled with excellent executive presence.
Significant experience in managing and delivering medium to large teams on complex programs and projects.
Assessing, designing, architecting, and developing solutions leveraging the latest technologies and trends to exceed the business requirements
Unifying, enriching, and delivering value to derive insights and opportunities
Leveraging in-house and partners - platforms and solutions as needed and recommending and building new platforms/solutions as required to exceed business requirements
Communicating findings, recommendations, and opportunities to improve platforms and solutions
Demonstrating a deep understanding of technology, concepts, tools, features, functions, and benefits of different approaches
Seeking out information to learn about emerging methodologies and technologies
Clarifying problems by driving to understand the true issue
Looking for opportunities for improving methods and outcomes
Collaborating, influencing, and building consensus through constructive relationships and effective listening
Solving problems by incorporating data into decision making
Proven track record of sales and delivery in a consulting context with established client relationships and experience

Ideally, you must have a:
Bachelor’s Degree or above in Information Systems, Computer Science, Electronics and Communications, or related disciplines.
Minimum three (3) years of experience (for Senior level) and 5 to 7 years for Manager or Senior Manager level.

What we look for
We’re interested in passionate individuals with a strong vision and a desire to stay on top of trends. If you have a genuine passion for helping businesses achieve their full potential, then these role(s) are for you.

What we offer
Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, on your way
Transformative leadership: We’ll give you the insights, coaching, and confidence to be the leader the world needs
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs

If you can demonstrate that you meet the criteria above, please contact us as soon as possible.

EY is an equal opportunity, affirmative action employer providing equal employment opportunities to applicants and employees without regard to race, color, religion, age, sex, sexual orientation, gender identity/expression, national origin, protected veteran status, disability status, or any other legally protected basis, including arrest and conviction records, by applicable law.

EY is committed to providing reasonable accommodation to individuals with special needs. If you are a qualified individual with special needs and need assistance applying online or need to request an accommodation during the interview process, please speak to our HR executives, and we will be happy to help you.",,,Jakarta,https://id.indeed.com/rc/clk?jk=31fc4f132f5a7d9d&bb=CoBYKI5i5FaFGdqffiBWpiQ5Bu9fF1njyY0lorNUPxzg6OAAImQUtYZz34RUCK8PmIFwCk448PjVBUuTxylVYyS1lrKWPHdxwPVb8ERdJTUxTCxRwFXOlPxvOVNxfja6&xkcb=SoBx67M38fCEQxzfWh0IbzkdCdPP&fccid=1544766d4c2915b0&vjs=3
SEVIMA,Data Engineer,Posted 30+ days ago,"08 August 2022

Surabaya
Qualifications:
Bachelor’s Degree of Computer Science, Information Technology, Statistics,
Mathematics, and other related courses
Understand data analytics, python and SQL
Passion with data and trends analysis, statistics, program evaluations, forecasting, and
business insights.
Self-starter with the ability to work in a fast-paced, performance-driven environment
Passion for problem-solving, improving and/or implementing processes
Drop your Resume & Portfolio: bit.ly/SEVIMAapplications",,,Surabaya,https://id.indeed.com/rc/clk?jk=f3ce0139e574f979&bb=CoBYKI5i5FaFGdqffiBWpkpLJOFgz7hdgW-rp5_eQSEvKR43Axnuj8ceOrMkRfdZgjtD0_oyWP8NMKOgzqlY6FiAe-lwRhdcInLcthWwY8t1t3w44mlF-TXSuCty3lv7&xkcb=SoD_67M38fCEQxzfWh0PbzkdCdPP&fccid=1baacf0731b59a94&vjs=3
Mekari (PT. Mid Solusi Nusantara),Associate Data Engineer,Posted 12 days ago,"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Mekari Talenta, Mekari Jurnal, Mekari KlikPajak, & Mekari Qontak) have been used by tens of thousands of businesses in Indonesia.
To reach millions, we need more people like you: entrepreneurs, builders, owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.
Job Descriptions:
Oversee the data lake, data warehouse & data pipeline that can adequately handle the needs of a rapidly growing data-driven company.
Analyze data from a large number and variety of data sources.
Maintaining the performance of our data analytics platform to ensure accurate, reliable, and timely delivery of key insights for decision making.
Collaborate with data analysts, data scientists, and business process owners in order to provide them with needed data and infrastructure.
Requirements/Qualifications:
A degree or higher in Computer Science, Software Engineering, or other related technical disciplines.
1+ years of industry experience in software and/or data engineering.
Have a good understanding of data modeling
Fluency in programming with Python/Java/Scala and SQL.
Experienced with data engineering tools such as Spark, Kafka, and Airflow.
Familiarity with cloud big data environments such as AWS (EMR, Glue, Athena, Redshift) and GCP (BigQuery, Dataflow, Dataproc).
Proficiency in software engineering best practices such as clean/maintainable code, Git, code review, unit/integration testing, Infrastructure as Code, and Continuous Integration/Continuous Delivery.
Working Arrangement: Hybrid.
Office location: Sudirman, Jakarta, Indonesia.
Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.
Don't forget to check our Recruitment FAQ at bit.ly/RecruitmentFAQ-Mekari [ENG] or bit.ly/RekrutmenMekari-FAQ [INA] to find the answers to commonly-asked questions regarding our recruitment process.
We wish you the best, and hope to see you around soon!",,,Jakarta,https://id.indeed.com/rc/clk?jk=8822291e6ee50fb6&bb=CoBYKI5i5FaFGdqffiBWpvLr8O3V560sXOrAbC1GnHZ-KgePJ7b0qLOB1v0NzXj-NyIIen2_m-wG6wbqiXPUOgFU-ec5l2qHv7S4J44RyhWJuG7XCHfYter5YDe2VBSz&xkcb=SoBL67M38fCEQxzfWh0ObzkdCdPP&fccid=1ab920afc43e1f08&vjs=3
PT. Kwadran Lima Mitra Kaya Solusi,Data Engineer,Active 2 days ago,"Role Description
The Data Engineer will be responsible for tasks such as data engineering, data modeling, ETL (Talend), data warehousing, and data analytics on a day-to-day basis.
Qualifications
Education minimum Bachelor (S1) in Computer Science or Information Technology
Have at least 2 years of experience as a Data Eningeer, experience in delivering using ETL (Talend)
Data Engineering, Data Modeling, and ETL skills
Data Warehousing and Data Analytics skills
Experience in developing and maintaining data pipelines
Proficiency in SQL and database management systems
Familiarity with data visualization tools and techniques
Strong analytical and problem-solving abilities
Job Type: Full-time",,Full-time,Jakarta,https://id.indeed.com/rc/clk?jk=2a019ae68d26ca12&bb=CoBYKI5i5FaFGdqffiBWpmgPEigmNqX8XZwqYKntT55wp2wZZKTZQ6GzHkHxdYQGKiwG6et2oqL-stnnQeG-FkxzZrcfJPt5U8aOBHOiwTNAvsRATJBv8QEaxEvabisA&xkcb=SoDW67M38fCEQxzfWh0NbzkdCdPP&fccid=da60e4b01ff0659e&cmp=PT.-Kwadran-Lima-Mitra-Kaya-Solusi&ti=Data+Engineer&vjs=3
Lumina,Data Analyst (Intern),Posted 30+ days ago,"Company Description

Lumina (https://lumina.mba) is a community-based recruiting and benefits platform for blue/grey collar workers in Southeast Asia. We start with helping laid-off workers to get jobs as COVID is recovering in Indonesia and getting them engaged in our community to upskill. In just a few months we attracted more than 1 million job seekers, and more than 50 thousand jobs from thousands of companies.
Lumina's mission is to build technologies for 300 million Indonesians to find jobs and be financially better off. Join our high-performing & ambitious core team, and work directly with the founders!

Job Description
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Build reporting & monitoring dashboards for stakeholders to manage their daily business process
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.

Qualifications
Experience using statistical computer languages (SQL, R, Python, etc.) to manipulate data and draw insights from large data sets.
Strong quantitative, mathematical, and analytical problem solving skills.
Able to convey data & insights through appropriate visualization techniques.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Excellent written and verbal communication skills for coordinating across teams.
A drive to learn and master new technologies and techniques.
Students/fresh graduate majoring in STEM (Science, Technology, Engineering, Mathematics) or Statistics is a plus.

Additional Information

What is like to work at Lumina?
Lumina is, at heart, a technology company. To achieve our mission, we need strong engineers who can help solve the complex problems we face day-to-day. In building high-engagement consumer products, we must match varying user needs with great technological innovations.
We work in small, iterative sprints with a focus on experimentation to gain actionable insights and give value to our users. As a young team of engineers, we are keen on learning and improving ourselves together by living the journey of a fast-growing startup.
We strive to work in a company of warm, high energy, and inclusive people who treat each other exceptionally well. In retrospective sessions, we facilitate and encourage each other to grow in the direction of their personal mission and values. We are committed to build a healthy long-term working relationships where you can reach your full potential.
Note:
At Lumina, we’re looking for people with high ownership, growth-mindset, and integrity. We encourage you to apply even if your experience doesn’t precisely match the job description. Our rigorous interview and onboarding process will help in finding what’s stand out and exceptional in yourself.",,Internship,Tangerang,https://id.indeed.com/rc/clk?jk=69f445caf4290c3e&bb=CoBYKI5i5FaFGdqffiBWpkpLJOFgz7hd4ABZcHHVaNJqDlenROpEgIViKV621cDY_WdDmQh_mDkOqBI9NBevJkrRyerKLvUsnPv-UK8n_esv1hEO-r62urgPX7YAnWZC&xkcb=SoBi67M38fCEQxzfWh0MbzkdCdPP&fccid=5ae0a3b8b1a73194&vjs=3
LittleLives,Data Engineer,Posted 6 days ago,"We are a fast-growing SaaS company in the EduTech space, operating mainly in Singapore, Vietnam, and Malaysia. With almost 2000 schools as customers, our mission is to revolutionize early childhood education through technology and provide innovative solutions to our customers. We are committed to transforming the way education is delivered in the Southeast Asian region and beyond.
#### What you will be doing:
Collecting data from different sources, processing it, and storing it in a ready-to-use format in the company’s data warehouse using tools such as AWS Glue, Databricks, Airflow
Identifying, designing and implementing data pipeline improvements for greater scalability, optimizing data delivery, and automating manual processes. Parquet in S3 for storage, Airbyte for pipeline management
Improve data models that feed business intelligence tools, increasing data accessibility and fostering data-driven decision making across the organization.
Engage proactively with business and product teams to gather and comprehend data requirements, ensuring seamless communication and collaboration throughout the data engineering process.
Develop strategy for long term data platform architecture based on business and engineering needs
Performs data analysis required to troubleshoot data related issues and assist in the resolution of data issues
Own company data assets (data models), spark, sparkSQL, and hiveSQL jobs to populate data models
#### Requirements
Deep expertise in AWS Glue, Databricks, Airflow
Experience with Airbyte, Fivetran, Stitch
Experience with Spark&nbsp;
Experience with SQL, Nosql, Parquet
Job Type: Full-time",https://d2q79iu7y748jz.cloudfront.net/s/_logo/4296b095b40cfde27617f7c8fe4aa63b,Full-time,Jakarta,https://id.indeed.com/rc/clk?jk=9a6dec7c626505b3&bb=CoBYKI5i5FaFGdqffiBWpqDfAWYBpJoYkwPenZObeFTZQ27w6lMff-VXU1w69-9eBBAzERbMvirO24ePVWEO_Mm8rufBK-OYRGumv6X4adrAF7hXgX0WrG3BzwyLi0Ie&xkcb=SoCL67M38fCEQxzfWh0DbzkdCdPP&fccid=9e7cece80dc7f2e8&cmp=LittleLives&ti=Data+Engineer&vjs=3
KewMann Pte Ltd,Data Engineers/Data Scientists(big data analytics/AI),Posted 1 day ago,"General Job description:
Helping business users with big data analytics & AI initiatives
Developing new products and solutions for both internal and external client facing
To be developed as the lead for data engineering or data science.
Specific Job Description:
Develop mappings and workflows to extract, transform and load data from existing enterprise systems
Develop mappings and workflows to extract, transform and load data from public websites/data sources and other unstructured data sources such as PDF/Word document
Perform the entire cycle of machine learning process (EDA, feature engineering & selection, model selection and evaluation, deployment) and get predicted results
Knowledge on knowledge graph will be advantageous
Create low-level design documents and testing scripts. Conduct unit testing and peer review of other team members
Coordinate integration/system test with SIT team and provide support on user acceptance test
Job requirements:
Solid experience of ETL technologies will be an added advantage.
Strong in database SQL and JSON (or XML)
Good at at least 2 out of these 3 domains: data engineering, data science, and data analysis
Experience in big data technologies – Hadoop, Hue, Hive, Spark etc
Experience in data preparation and cleansing process
Experience in Python in predictive modeling, and resourceful in researching new methods to solve problems.
Experience in building relevant data visualization / discovery applications
Knowledge in advanced data technologies like Kafka, H2O, ElasticSearch etc would be an added advantage
Understanding of graph database/knowledge graph technologies will
Knowledge of data security best practices
Implemented or practicing in data governance (data quality, metadata management etc) is advantageous
Ability to visualize from data acquisition process to end results
0-5 years of relevant experience
Job Type: Full-time
Pay: Rp3,000.00 - Rp8,000.00 per month",,Full-time,Jakarta,https://id.indeed.com/rc/clk?jk=85f451776053714f&bb=CoBYKI5i5FaFGdqffiBWpoWjsURYHCIJfGNh7aJmu4dFoe2hwwg2gOOuQvaNTVru2jerLXk_Si3AdaFKGJThaMlyS23FHmiUfV6elNxei4Vm6uVryrL7Zl2Jqjg7JaD6&xkcb=SoA_67M38fCEQxzfWh0CbzkdCdPP&fccid=1ada4eadaa866df6&cmp=KewMann-Sdn.-Bhd.&ti=Data+Scientist&vjs=3
